CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN,NUM_SERVICES,AVG_CHARGE_PER_MONTH,IS_LONG_TENURE
C000963,Female,27,GR,60,Month-to-month,1,1,1,37.1,2203.62,0,3,Credit card,1,3,36.727,1
C000964,Male,72,UK,6,One year,1,1,0,39.64,263.89,2,2,E-banking,0,2,43.98166667,0
C000965,Male,26,GR,48,Month-to-month,0,1,0,27.01,1229.72,0,0,Cash,0,1,25.61916667,1
C000966,Male,69,UK,35,Month-to-month,1,1,0,31.07,1094.61,0,0,Bank transfer,1,2,31.27457143,1
C000967,Male,19,GR,18,Month-to-month,0,1,0,30.46,544.98,0,1,Bank transfer,1,1,30.27666667,0
C000968,Female,42,DE,11,Month-to-month,1,1,0,26.35,276.64,0,1,Bank transfer,0,2,25.14909091,0
C000969,Female,30,UK,51,Month-to-month,1,1,1,54.96,2766.68,1,2,Credit card,0,3,54.24862745,1
C000970,Male,68,IT,23,Month-to-month,1,1,1,48.53,1098.46,0,1,E-banking,1,3,47.75913043,0
C000971,Female,75,GR,47,Month-to-month,1,1,1,50.2,2373.58,0,1,Bank transfer,0,3,50.50170213,1
C000972,Male,51,ES,59,Month-to-month,1,1,0,22.78,1402.75,0,3,Bank transfer,0,2,23.77542373,1
C000973,Male,52,UK,57,Two year,1,1,1,51.54,2954.66,1,2,Bank transfer,0,3,51.83614035,1
C000974,Male,20,IT,56,Month-to-month,1,1,0,36.13,2044.57,1,2,E-banking,1,2,36.51017857,1
C000975,Female,76,GR,27,Month-to-month,1,1,0,27.62,742.4,2,4,E-banking,1,2,27.4962963,1
C000976,Female,65,GR,35,Month-to-month,0,1,0,26.25,934.62,0,1,Credit card,1,1,26.70342857,1
C000977,Female,81,FR,55,Two year,0,1,1,25.17,1319.83,0,0,Credit card,0,2,23.99690909,1
C000978,Female,36,GR,9,One year,0,1,0,19.62,154.89,2,4,Cash,0,1,17.21,0
C000979,Female,84,GR,18,Month-to-month,1,1,0,39.71,735.91,0,2,Credit card,0,2,40.88388889,0
C000980,Female,22,GR,44,Month-to-month,1,1,0,40.38,1798.15,0,2,Credit card,0,2,40.86704545,1
C000981,Female,84,FR,21,Month-to-month,1,1,1,49.2,1016.97,0,0,E-banking,1,3,48.42714286,0
C000982,Female,51,GR,56,Month-to-month,1,1,0,30.01,1641.44,0,1,Bank transfer,0,2,29.31142857,1
C000983,Female,85,FR,48,One year,1,1,1,55.81,2676.74,0,1,Cash,0,3,55.76541667,1
C000984,Male,18,DE,1,One year,1,1,0,26.56,13.53,2,2,Credit card,0,2,13.53,0
C000985,Female,80,GR,27,Month-to-month,1,1,0,48.68,1342.65,0,0,Credit card,1,2,49.72777778,1
C000986,Female,46,DE,45,Month-to-month,1,1,1,61.47,2787.43,3,4,Credit card,1,3,61.94288889,1
C000987,Female,29,GR,63,One year,1,1,0,35.69,2295,1,1,Credit card,0,2,36.42857143,1
C000988,Female,58,UK,58,One year,1,1,1,20.45,1219.51,2,5,Credit card,0,3,21.02603448,1
C000989,Female,19,UK,40,Two year,0,1,1,30.45,1209.73,0,0,Cash,0,2,30.24325,1
C000990,Female,54,DE,63,Month-to-month,1,1,1,59.04,3730.29,1,2,E-banking,0,3,59.21095238,1
C000991,Female,62,GR,38,One year,0,1,1,34.49,1371.72,1,3,E-banking,0,2,36.09789474,1
C000992,Female,65,UK,29,Month-to-month,1,1,1,60.45,1741.03,1,1,Credit card,0,3,60.03551724,1
C000993,Female,41,FR,40,Month-to-month,0,1,1,52.3,2097.34,1,1,Credit card,0,2,52.4335,1
C000994,Female,39,ES,19,One year,1,1,1,35.95,593.62,1,1,Cash,0,3,31.24315789,0
C000995,Female,28,FR,56,Two year,1,1,0,21.73,1217.15,0,1,Bank transfer,0,2,21.73482143,1
C000997,Male,63,FR,65,One year,0,1,0,31.63,2095.52,0,0,E-banking,0,1,32.23876923,1
C000998,Female,46,GR,13,One year,1,1,0,26.67,1229.72,0,2,E-banking,1,2,94.59384615,0
C000999,Female,52,GR,30,Month-to-month,1,1,1,69.58,2143.09,4,5,Credit card,1,3,71.43633333,1
C001000,Male,32,FR,49,Two year,1,0,0,14.61,764.81,0,0,Credit card,0,1,15.60836735,1
C001001,Female,77,IT,63,Month-to-month,1,1,0,47.84,3021.71,1,1,Bank transfer,1,2,47.96365079,1
C001002,Male,59,UK,71,One year,1,1,0,44.65,3170.43,2,2,Bank transfer,1,2,44.65394366,1
C001003,Male,60,GR,35,Month-to-month,0,1,0,35.95,1235.08,1,5,E-banking,0,1,35.288,1
C001004,Male,66,GR,11,Month-to-month,1,1,0,31.74,1229.72,0,0,Credit card,1,2,111.7927273,0
C001005,Male,81,DE,49,Two year,1,1,0,48.75,2421.16,3,5,Cash,0,2,49.41142857,1
C001006,Male,49,FR,40,Month-to-month,1,1,0,33.96,1337.86,0,2,Credit card,0,2,33.4465,1
C001007,Female,81,GR,21,Month-to-month,1,1,1,38.17,845.67,0,1,Credit card,0,3,40.27,0
C001008,Male,19,FR,47,Two year,1,1,1,41.45,1979.05,1,2,Credit card,0,3,42.10744681,1
C001009,Female,41,GR,3,Two year,1,1,0,28.87,83.42,1,1,Credit card,1,2,27.80666667,0
C001010,Female,83,FR,30,Month-to-month,1,1,1,43.09,1316.71,1,5,Bank transfer,1,3,43.89033333,1
C001011,Male,55,IT,67,Month-to-month,1,1,0,51.64,3432.62,0,1,Cash,0,2,51.23313433,1
C001012,Male,48,DE,62,One year,1,1,0,23.76,1469.76,0,1,Credit card,0,2,23.70580645,1
C001013,Female,43,GR,37,Month-to-month,1,0,1,45.57,1752.55,0,1,E-banking,0,2,47.36621622,1
C001014,Male,46,FR,22,Month-to-month,0,1,0,39.7,909.3,0,0,E-banking,1,1,41.33181818,0
C001015,Male,84,UK,31,Month-to-month,1,1,1,30.56,962.3,0,2,E-banking,0,3,31.04193548,1
C001016,Female,42,ES,46,One year,1,1,0,33.9,1561.69,0,1,Credit card,0,2,33.94978261,1
C001017,Female,65,UK,45,Month-to-month,1,1,1,47.25,2123.81,0,0,Credit card,0,3,47.19577778,1
C001018,Male,82,GR,14,One year,1,1,0,33.72,471.18,0,0,Cash,1,2,33.65571429,0
C001019,Female,70,FR,12,One year,1,1,1,62.32,724.64,3,5,Bank transfer,0,3,60.38666667,0
C001020,Male,84,GR,63,Month-to-month,1,1,0,31.35,1994.7,1,1,Credit card,0,2,31.66190476,1
C001021,Male,35,IT,38,Month-to-month,1,1,0,37.73,1229.72,0,0,E-banking,0,2,32.36105263,1
C001022,Male,26,GR,47,Month-to-month,0,1,0,18.38,856.09,0,2,Credit card,1,1,18.21468085,1
C001023,Female,55,ES,54,Month-to-month,1,1,0,46.3,2514.42,1,1,Credit card,1,2,46.56333333,1
C001024,Female,38,GR,55,Month-to-month,0,1,0,35.95,1777.74,0,1,Credit card,0,1,32.32254545,1
C001025,Female,82,GR,48,One year,0,1,1,34.33,1645.62,2,2,Credit card,0,2,34.28375,1
C001026,Female,38,GR,72,Month-to-month,1,1,1,38,2710.54,0,1,Bank transfer,0,3,37.64638889,1
C001027,Female,44,ES,15,One year,1,1,1,57.61,857.29,0,0,Credit card,0,3,57.15266667,0
C001028,Male,61,UK,71,One year,1,1,1,67.47,4794.16,1,1,Cash,0,3,67.52338028,1
C001029,Male,45,FR,16,Month-to-month,1,1,1,42.6,1229.72,0,0,Cash,0,3,76.8575,0
C001030,Male,62,GR,43,Month-to-month,0,1,1,45.8,1950.92,1,2,Bank transfer,1,2,45.37023256,1
C001031,Male,34,ES,7,Two year,1,1,1,30.55,228.14,0,2,Cash,0,3,32.59142857,0
C001032,Female,57,ES,43,One year,1,1,1,47.61,2018.55,1,2,E-banking,0,3,46.94302326,1
C001033,Male,20,GR,28,Two year,1,1,0,20.17,574.23,1,2,E-banking,0,2,20.50821429,1
C001035,Male,63,DE,60,Two year,1,1,0,32.86,1960.18,1,3,Credit card,0,2,32.66966667,1
C001036,Female,47,GR,3,Month-to-month,1,1,0,41.77,85.3,3,3,Credit card,1,2,28.43333333,0
C001037,Female,26,GR,1,Month-to-month,1,1,0,46.52,73.42,1,1,E-banking,0,2,73.42,0
C001038,Male,28,ES,31,Month-to-month,1,0,1,47.83,1491.42,0,2,Cash,1,2,48.11032258,1
C001039,Male,51,GR,56,Month-to-month,0,0,0,16.83,956.34,0,2,Credit card,0,0,17.0775,1
C001040,Male,48,ES,46,One year,1,1,1,61.3,2858,3,5,E-banking,0,3,62.13043478,1
C001041,Male,50,IT,32,Month-to-month,1,1,1,36.88,1158.72,0,2,Bank transfer,0,3,36.21,1
C001042,Female,56,UK,18,Two year,1,0,1,16.47,276.04,0,1,Credit card,0,2,15.33555556,0
C001043,Male,63,UK,68,One year,0,1,0,26.53,1820.18,0,1,E-banking,0,1,26.76735294,1
C001044,Male,54,GR,37,Two year,0,1,0,35.95,564.49,0,0,Bank transfer,1,1,15.25648649,1
C001045,Female,77,FR,23,Month-to-month,1,1,0,39.71,920.54,1,1,Bank transfer,0,2,40.02347826,0
C001046,Male,48,GR,13,One year,1,0,0,17.71,228.15,0,0,Cash,0,1,17.55,0
C001047,Male,28,UK,14,Month-to-month,0,1,0,27.29,391.71,0,2,Credit card,1,1,27.97928571,0
C001048,Male,19,IT,37,Month-to-month,1,1,0,44.62,1673.02,0,0,Credit card,0,2,45.21675676,1
C001049,Male,44,UK,5,One year,1,1,1,42.61,169.62,2,2,Cash,0,3,33.924,0
C001050,Male,19,ES,22,Month-to-month,1,1,1,27.01,564.56,0,0,Credit card,1,3,25.66181818,0
C001051,Female,38,DE,28,Month-to-month,0,1,0,31.11,868.31,0,2,Bank transfer,1,1,31.01107143,1
C001052,Male,75,GR,4,One year,1,1,1,22.83,112,1,1,Cash,0,3,28,0
C001053,Male,22,FR,50,Month-to-month,1,1,0,35.45,1837.81,0,1,Credit card,0,2,36.7562,1
C001054,Male,69,GR,29,Month-to-month,1,1,0,44.24,1279.67,1,4,Bank transfer,1,2,44.12655172,1
C001055,Male,62,ES,37,Month-to-month,1,1,0,46.41,1724.66,0,2,E-banking,1,2,46.61243243,1
C001056,Male,37,GR,35,Month-to-month,1,1,1,48.21,1667.32,0,1,Credit card,0,3,47.63771429,1
C001057,Female,78,FR,20,One year,0,1,0,19.45,408.67,0,1,Credit card,0,1,20.4335,0
C001058,Male,55,GR,37,Month-to-month,0,1,0,28.79,974.68,1,3,Cash,1,1,26.3427027,1
C001059,Female,37,DE,2,One year,1,1,0,48.18,96.02,3,4,E-banking,1,2,48.01,0
C001060,Female,42,UK,58,One year,1,0,1,27.81,1584.58,0,1,Cash,0,2,27.32034483,1
C001061,Male,19,DE,18,One year,0,1,0,20.87,312.21,1,2,E-banking,0,1,17.345,0
C001062,Male,49,GR,56,Two year,1,1,1,47.71,2752.4,0,1,E-banking,0,3,49.15,1
C001063,Male,43,DE,64,Month-to-month,1,1,0,25.84,1678.02,0,1,Cash,0,2,26.2190625,1
C001064,Male,58,GR,52,Month-to-month,0,1,0,38.7,2036.82,0,0,Credit card,1,1,39.16961538,1
C001065,Female,84,DE,22,Month-to-month,0,1,0,36,819.27,2,3,Credit card,1,1,37.23954545,0
C001066,Male,18,GR,60,Month-to-month,1,1,0,23.82,1471.98,1,3,Bank transfer,1,2,24.533,1
C001067,Male,68,UK,10,Month-to-month,1,1,0,45.47,459.54,0,0,Bank transfer,0,2,45.954,0
C001068,Male,22,GR,6,Two year,1,1,0,25.34,178.08,0,0,Credit card,1,2,29.68,0
C001069,Male,30,IT,6,Two year,0,1,0,21.68,115.08,0,0,E-banking,0,1,19.18,0
C001070,Male,36,DE,28,Month-to-month,0,1,0,34.99,974.67,0,1,Credit card,1,1,34.80964286,1
C001071,Male,29,GR,42,Month-to-month,1,0,0,28.72,1159.99,0,2,Credit card,0,1,27.61880952,1
C001072,Female,65,DE,41,Month-to-month,0,0,0,35.78,1472.85,0,2,Credit card,1,0,35.92317073,1
C001073,Female,42,FR,63,Two year,0,1,0,25.74,1606.01,0,0,Credit card,0,1,25.49222222,1
C001074,Male,74,GR,22,Two year,1,1,0,23.08,503.73,0,1,Credit card,0,2,22.89681818,0
C001075,Male,52,UK,29,Month-to-month,1,1,0,43.45,1284.87,0,3,E-banking,0,2,44.30586207,1
C001076,Male,22,UK,71,One year,1,1,1,50.22,3574.55,0,1,Credit card,0,3,50.34577465,1
C001077,Female,39,GR,34,Month-to-month,0,1,1,38.46,1338.4,2,2,Credit card,1,2,39.36470588,1
C001078,Male,51,FR,2,Month-to-month,1,1,0,41.69,65.66,2,4,Credit card,1,2,32.83,0
C001079,Female,64,GR,26,Month-to-month,1,1,0,41.49,1090.25,0,1,Credit card,1,2,41.93269231,1
C001080,Male,71,GR,19,One year,1,1,1,43.71,811.27,0,0,Bank transfer,1,3,42.69842105,0
C001081,Male,20,FR,37,Month-to-month,1,1,0,41.42,823.03,0,0,E-banking,1,2,22.24405405,1
C001082,Male,70,UK,33,Month-to-month,1,0,1,43.96,1441.52,1,2,Cash,0,2,43.68242424,1
C001083,Male,48,FR,4,Month-to-month,1,1,0,48.29,162.73,3,3,E-banking,1,2,40.6825,0
C001084,Female,50,UK,32,Month-to-month,1,1,0,37.75,1195.77,0,2,E-banking,1,2,37.3678125,1
C001085,Female,67,ES,19,One year,1,1,1,35.95,969.07,0,1,Credit card,0,3,51.00368421,0
C001086,Male,33,FR,3,Month-to-month,1,0,0,25.43,48.83,1,1,Credit card,0,1,16.27666667,0
C001087,Male,56,GR,61,Two year,1,1,0,33.02,1994.47,0,0,Cash,0,2,32.69622951,1
C001088,Female,51,ES,38,Month-to-month,1,1,1,35.95,2003.02,1,1,Cash,0,3,52.71105263,1
C001089,Female,64,UK,6,Month-to-month,1,1,1,53.03,360.72,1,2,Bank transfer,0,3,60.12,0
C001091,Female,26,DE,40,Month-to-month,1,0,0,38.27,1581.95,0,2,Credit card,1,1,39.54875,1
C001092,Male,67,GR,69,Month-to-month,1,1,0,39.68,2779.1,0,0,Credit card,0,2,40.27681159,1
C001093,Female,77,ES,42,Month-to-month,1,1,1,64.65,2712.74,2,4,Bank transfer,0,3,64.58904762,1
C001094,Male,32,UK,2,Two year,1,1,0,39.56,138.79,2,2,Credit card,1,2,69.395,0
C001095,Female,53,IT,28,One year,1,1,1,45.66,1325.17,0,0,Credit card,0,3,47.3275,1
C001096,Female,80,GR,17,Two year,1,1,0,36.07,611.06,0,0,Bank transfer,1,2,35.94470588,0
C001097,Female,58,UK,70,Month-to-month,1,1,0,46.79,3282.58,0,1,Cash,0,2,46.894,1
C001098,Female,41,GR,69,Month-to-month,1,1,0,40.3,2760.51,0,1,Bank transfer,1,2,40.0073913,1
C001099,Female,66,UK,39,Month-to-month,1,1,1,40.83,1589.59,2,2,Credit card,0,3,40.75871795,1
C001100,Male,35,ES,7,One year,1,1,0,47.32,284.64,0,0,Credit card,0,2,40.66285714,0
C001101,Male,24,ES,37,Two year,0,1,0,14.89,459.03,0,1,Bank transfer,0,1,12.40621622,1
C001102,Female,21,FR,4,Two year,1,1,1,51.51,229.85,1,2,E-banking,0,3,57.4625,0
C001103,Female,77,FR,21,Month-to-month,1,0,0,43.69,886.72,1,1,Credit card,1,1,42.2247619,0
C001104,Male,72,GR,32,Month-to-month,0,1,0,47.99,1526.4,0,0,E-banking,1,1,47.7,1
C001105,Female,33,GR,14,Month-to-month,1,1,0,33.28,482.7,1,3,E-banking,0,2,34.47857143,0
C001106,Female,46,ES,70,Month-to-month,1,0,0,30.87,2152.1,0,1,Bank transfer,0,1,30.74428571,1
C001107,Male,40,DE,46,Month-to-month,1,1,0,40.04,1876.2,0,0,E-banking,0,2,40.78695652,1
C001108,Female,31,GR,20,Month-to-month,1,1,0,50.57,1047.31,0,1,Cash,1,2,52.3655,0
C001109,Female,66,UK,58,Month-to-month,1,0,0,35.95,1245.69,0,0,Credit card,1,1,21.47741379,1
C001110,Male,50,DE,48,Month-to-month,1,1,0,42.71,2036.92,1,6,Credit card,1,2,42.43583333,1
C001111,Male,42,GR,7,Month-to-month,1,1,0,48.67,342.06,0,0,Bank transfer,1,2,48.86571429,0
C001112,Male,38,FR,40,One year,1,0,0,18.62,724.71,1,2,Credit card,0,1,18.11775,1
C001113,Female,34,DE,59,Month-to-month,1,1,0,35.95,3044.02,0,0,Bank transfer,1,2,51.59355932,1
C001114,Male,40,GR,36,Month-to-month,0,1,0,19.37,684.84,1,2,Credit card,1,1,19.02333333,1
C001115,Male,74,GR,44,One year,1,1,0,24.06,1086.12,0,1,Credit card,0,2,24.68454545,1
C001116,Male,75,FR,31,One year,1,1,0,43.26,1296.04,1,1,Bank transfer,0,2,41.80774194,1
C001117,Male,31,IT,42,Month-to-month,0,0,0,30.49,1257.35,2,4,Cash,0,0,29.93690476,1
C001118,Male,37,ES,44,Two year,0,1,1,31.02,1332.33,0,1,Credit card,0,2,30.28022727,1
C001119,Male,47,GR,43,Month-to-month,0,1,0,39.16,1646.67,0,0,E-banking,1,1,38.29465116,1
C001120,Female,36,IT,43,Month-to-month,1,1,0,29.88,1269.34,2,2,E-banking,1,2,29.51953488,1
C001121,Female,70,UK,47,Month-to-month,0,1,0,36.54,1728.46,0,0,Credit card,1,1,36.77574468,1
C001122,Male,73,FR,6,Month-to-month,1,1,1,59.76,404.58,0,2,Credit card,0,3,67.43,0
C001123,Male,40,ES,66,One year,1,1,1,41.54,2735.27,1,3,Credit card,0,3,41.44348485,1
C001124,Male,79,GR,9,Month-to-month,0,0,0,18.02,164.66,0,1,Cash,1,0,18.29555556,0
C001125,Female,50,DE,11,Month-to-month,1,0,0,32.42,366.75,0,0,Credit card,1,1,33.34090909,0
C001126,Female,35,GR,18,Two year,1,1,0,18.59,312.81,0,1,Cash,0,2,17.37833333,0
C001127,Female,50,GR,25,Month-to-month,0,1,0,32.84,820.19,0,3,Bank transfer,1,1,32.8076,1
C001128,Female,51,ES,58,One year,1,1,0,30.77,1229.72,2,4,Bank transfer,0,2,21.20206897,1
C001130,Female,71,ES,1,Month-to-month,1,1,0,47.65,110.28,1,1,Credit card,0,2,110.28,0
C001131,Female,51,DE,63,Month-to-month,1,1,0,52.97,3337.8,0,1,E-banking,0,2,52.98095238,1
C001132,Female,36,GR,29,One year,1,0,0,29.01,822.75,0,2,E-banking,1,1,28.37068966,1
C001133,Female,51,GR,66,One year,1,1,0,38.3,2558.99,0,0,Cash,1,2,38.77257576,1
C001134,Male,42,GR,53,Month-to-month,1,1,1,30.41,1649.55,0,1,Cash,0,3,31.12358491,1
C001135,Male,85,DE,19,Month-to-month,1,1,0,50.31,941,0,2,Credit card,1,2,49.52631579,0
C001136,Male,28,UK,66,Two year,1,0,0,17.18,1144.91,2,2,Bank transfer,0,1,17.34712121,1
C001137,Male,33,GR,52,Two year,1,1,0,33.7,1750.47,0,1,Credit card,0,2,33.66288462,1
C001138,Female,78,IT,31,Month-to-month,0,0,1,25.83,759.39,1,4,Cash,1,1,24.49645161,1
C001139,Female,24,GR,60,Month-to-month,1,0,0,36.18,2131.29,0,1,Cash,0,1,35.5215,1
C001140,Male,33,FR,68,Two year,0,1,0,27.46,1861.04,2,3,Credit card,0,1,27.36823529,1
C001141,Female,33,UK,30,Month-to-month,0,1,0,21.02,665.25,0,0,Cash,1,1,22.175,1
C001142,Male,57,GR,13,One year,1,1,0,45.7,619.66,1,1,Bank transfer,1,2,47.66615385,0
C001143,Female,29,FR,15,Month-to-month,1,1,0,38.14,544.58,1,2,Bank transfer,1,2,36.30533333,0
C001144,Male,52,ES,20,One year,0,1,0,19.29,352.11,1,1,Cash,0,1,17.6055,0
C001145,Female,38,UK,34,Month-to-month,1,1,0,42.76,1427.47,0,2,Bank transfer,0,2,41.98441176,1
C001146,Female,67,DE,20,One year,1,1,1,44.51,861.39,0,4,Credit card,0,3,43.0695,0
C001147,Male,60,GR,50,One year,1,0,0,26.33,1289.97,0,1,Bank transfer,0,1,25.7994,1
C001149,Male,49,IT,30,One year,1,1,0,30.94,854.96,2,3,Bank transfer,1,2,28.49866667,1
C001150,Male,58,GR,56,Two year,1,1,0,30.31,1620.5,1,2,Cash,0,2,28.9375,1
C001151,Male,23,GR,65,Two year,1,1,0,27.19,1720.7,0,2,Cash,0,2,26.47230769,1
C001152,Male,44,IT,55,Month-to-month,1,1,1,52.35,2914.36,0,1,Cash,1,3,52.98836364,1
C001153,Female,37,GR,24,Month-to-month,0,1,0,33.86,920.92,0,2,E-banking,1,1,38.37166667,1
C001154,Female,42,UK,25,One year,1,1,0,30.82,831.02,0,2,Credit card,0,2,33.2408,1
C001155,Female,83,UK,53,Two year,1,1,0,18.74,1000.62,0,0,Bank transfer,0,2,18.87962264,1
C001156,Male,26,UK,11,Month-to-month,1,0,1,42.73,446.8,0,1,E-banking,1,2,40.61818182,0
C001157,Female,70,DE,60,One year,1,1,1,55.54,3319.27,0,0,Credit card,0,3,55.32116667,1
C001158,Male,78,GR,47,Month-to-month,1,0,0,30.99,1460.88,1,3,E-banking,0,1,31.08255319,1
C001159,Female,55,GR,37,Month-to-month,0,1,1,37,986.94,0,2,Credit card,1,2,26.67405405,1
C001160,Female,20,ES,25,One year,0,1,0,22.81,540.44,0,1,Credit card,0,1,21.6176,1
C001161,Female,72,ES,17,One year,1,1,0,33.52,569.98,1,2,Credit card,0,2,33.52823529,0
C001162,Male,18,UK,12,One year,1,1,0,44.76,540.06,0,1,Bank transfer,0,2,45.005,0
C001163,Female,62,UK,52,Two year,1,1,0,31.81,1651.33,0,1,Credit card,0,2,31.75634615,1
C001164,Female,64,GR,11,Month-to-month,1,1,0,32.33,1229.72,0,0,Bank transfer,0,2,111.7927273,0
C001165,Male,43,GR,10,Month-to-month,1,1,0,50.63,498.03,0,0,Bank transfer,1,2,49.803,0
C001166,Female,31,FR,60,Two year,1,1,0,32.54,1911.72,1,1,E-banking,0,2,31.862,1
C001167,Male,71,DE,54,Month-to-month,1,1,0,53.37,2950.53,1,3,Bank transfer,0,2,54.63944444,1
C001168,Female,63,GR,63,Month-to-month,1,1,0,37.48,2378.68,0,2,Cash,0,2,37.7568254,1
C001169,Male,48,GR,20,One year,1,1,1,42.6,885.43,0,0,Credit card,0,3,44.2715,0
C001170,Male,76,GR,5,Two year,0,1,0,19.98,73.36,2,2,Bank transfer,0,1,14.672,0
C001171,Female,46,GR,41,One year,0,1,1,41.08,1670.83,2,3,Credit card,0,2,40.75195122,1
C001172,Male,34,FR,63,One year,0,1,0,34.25,2219.01,1,3,Credit card,0,1,35.22238095,1
C001173,Male,31,IT,56,Month-to-month,1,0,0,22.09,1267.81,2,2,E-banking,1,1,22.63946429,1
C001174,Male,53,FR,32,Month-to-month,1,1,0,36.68,1186.31,0,1,Credit card,0,2,37.0721875,1
C001175,Male,75,IT,27,Two year,1,1,0,35.95,1076.77,0,1,E-banking,0,2,39.88037037,1
C001176,Male,41,IT,68,One year,1,1,0,19.96,1416.4,0,2,Bank transfer,0,2,20.82941176,1
C001177,Male,80,UK,48,Month-to-month,1,1,0,43.4,2128.75,0,1,Credit card,0,2,44.34895833,1
C001178,Female,42,GR,7,Month-to-month,1,1,1,39.89,310.74,0,1,Credit card,1,3,44.39142857,0
C001179,Male,76,FR,46,One year,1,1,0,33.41,1571.01,0,0,Cash,0,2,34.1523913,1
C001180,Male,49,GR,18,Month-to-month,0,1,0,35.95,530.21,0,0,Bank transfer,1,1,29.45611111,0
C001181,Female,35,GR,37,One year,1,1,1,43.57,1661.42,0,1,Bank transfer,0,3,44.90324324,1
C001182,Female,54,GR,65,Month-to-month,1,1,0,36.54,2395.43,0,2,E-banking,0,2,36.85276923,1
C001183,Female,43,DE,17,Month-to-month,1,1,0,35.95,745.87,0,0,Cash,0,2,43.87470588,0
C001184,Female,26,GR,38,One year,1,1,1,61.81,2363.81,1,2,Credit card,0,3,62.20552632,1
C001185,Female,81,GR,63,Month-to-month,1,1,0,38.27,2407.07,0,1,Credit card,1,2,38.20746032,1
C001186,Female,37,DE,42,Month-to-month,0,0,1,31.6,1245.35,1,1,Bank transfer,1,1,29.65119048,1
C001187,Female,71,FR,8,Two year,1,1,0,31.25,270.27,0,1,Credit card,0,2,33.78375,0
C001188,Male,47,UK,30,One year,0,1,0,25.59,770.91,1,3,E-banking,0,1,25.697,1
C001189,Male,70,FR,64,Month-to-month,1,1,1,53.7,1229.72,0,2,Cash,0,3,19.214375,1
C001190,Female,80,GR,9,Month-to-month,1,1,0,44.4,465.67,1,3,E-banking,1,2,51.74111111,0
C001191,Male,28,GR,57,Month-to-month,0,1,1,27.24,1563.51,2,5,Credit card,1,2,27.43,1
C001192,Male,48,UK,59,One year,0,0,0,23.42,1357.56,1,2,Bank transfer,1,0,23.00949153,1
C001193,Male,66,DE,67,Month-to-month,0,1,0,16.53,1128.04,0,1,Bank transfer,1,1,16.83641791,1
C001194,Female,36,UK,5,Month-to-month,1,1,0,38.18,193.44,1,1,Credit card,1,2,38.688,0
C001195,Female,29,FR,4,Month-to-month,1,1,1,54.81,252.71,2,2,Credit card,1,3,63.1775,0
C001196,Male,32,ES,8,Month-to-month,1,1,0,22.94,165.6,1,2,Credit card,1,2,20.7,0
C001197,Female,48,IT,42,Month-to-month,1,1,1,51.75,2149.06,1,2,Cash,1,3,51.16809524,1
C001198,Male,60,GR,35,Month-to-month,1,1,0,31.13,1073.3,0,0,Credit card,1,2,30.66571429,1
C001199,Male,54,GR,13,Two year,1,1,0,41.15,483.04,0,0,Bank transfer,0,2,37.15692308,0
C001200,Male,46,UK,5,Two year,0,0,0,18.81,80.92,1,2,Bank transfer,0,0,16.184,0
C001201,Male,43,GR,40,Month-to-month,1,1,1,44.91,1844.25,1,1,Credit card,0,3,46.10625,1
C001202,Female,19,GR,19,One year,1,1,1,36.18,665.6,0,1,Credit card,0,3,35.03157895,0
C001203,Female,32,GR,4,One year,1,1,0,15.3,20.51,2,4,Credit card,0,2,5.1275,0
C001204,Female,21,GR,59,Month-to-month,1,1,1,69.18,4065.77,2,2,Bank transfer,0,3,68.91135593,1
C001205,Male,67,GR,18,Month-to-month,0,1,1,32.52,591.88,0,1,Bank transfer,1,2,32.88222222,0
C001206,Female,55,GR,24,Month-to-month,1,0,0,38.86,910.22,0,1,Cash,0,1,37.92583333,1
C001207,Male,40,UK,31,One year,0,1,0,19.69,612.5,0,1,Cash,1,1,19.75806452,1
C001208,Female,76,UK,58,One year,0,1,0,33.93,1975.55,1,2,Bank transfer,0,1,34.0612069,1
C001209,Male,45,ES,28,Two year,0,1,0,19.87,556.45,0,1,E-banking,1,1,19.87321429,1
C001210,Male,83,UK,9,One year,0,1,0,20.9,185.43,1,3,Credit card,0,1,20.60333333,0
C001211,Male,25,GR,45,Two year,1,1,1,45.57,2103.36,1,2,E-banking,0,3,46.74133333,1
C001212,Female,51,GR,49,Two year,1,1,0,30.61,1505.38,0,3,Bank transfer,0,2,30.72204082,1
C001213,Female,28,GR,2,Two year,1,1,1,22.36,20.98,1,1,Credit card,0,3,10.49,0
C001214,Female,35,FR,6,Month-to-month,1,1,1,43.64,284.49,0,0,Bank transfer,1,3,47.415,0
C001215,Female,72,ES,29,Month-to-month,0,1,1,35.62,1031.23,0,1,Bank transfer,0,2,35.55965517,1
C001216,Male,67,GR,26,One year,1,1,0,40.54,1056.15,0,0,Credit card,0,2,40.62115385,1
C001217,Female,31,GR,28,One year,1,1,0,28.12,817.63,0,1,E-banking,0,2,29.20107143,1
C001218,Female,51,IT,7,Month-to-month,1,1,1,46.09,362.87,0,0,Credit card,0,3,51.83857143,0
